Países,Quantidade (Kg),Valor (US$),Ano,Preco_fechamento,Cambio%,Cambio,Minimo,Maximo,Quantidade (L),Valor (R$),Valor (L) US$,Valor (L) R$,CONTINENTE,Market_Share,Quantidade_Volume
Ilhas Virgens,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Índia,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Indonésia,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Irã,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Iraque,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Irlanda,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Itália,1817,5251.0,2009,1.74,-24.69%,2.0,1.69,2.45,1826.13,10502.0,2.88,5.75,Europa,0.06,Baixo
Jamaica,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Japão,217974,283436.0,2009,1.74,-24.69%,2.0,1.69,2.45,219069.35,566872.0,1.29,2.59,Ásia,3.17,Alto
Jordânia,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Letônia,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Líbano,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Libéria,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Luxemburgo,7845,42124.0,2009,1.74,-24.69%,2.0,1.69,2.45,7884.42,84248.0,5.34,10.69,Europa,0.47,Médio
Macau,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Malásia,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Malavi,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Malta,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Ilhas Marshall,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Martinica,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Mauritânia,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
México,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Moçambique,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Montenegro,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Namíbia,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Nicarágua,24,24.0,2009,1.74,-24.69%,2.0,1.69,2.45,24.12,48.0,1.0,1.99,América do Norte e Central,0.0,Muito Baixo
Nigéria,41,115.0,2009,1.74,-24.69%,2.0,1.69,2.45,41.21,230.0,2.79,5.58,África,0.0,Muito Baixo
Noruega,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Nova Caledônia,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Nova Zelândia,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Omã,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Países Baixos,171654,136991.0,2009,1.74,-24.69%,2.0,1.69,2.45,172516.58,273982.0,0.79,1.59,Europa,1.53,Alto
Palau,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Panamá,24,30.0,2009,1.74,-24.69%,2.0,1.69,2.45,24.12,60.0,1.24,2.49,América do Norte e Central,0.0,Muito Baixo
Paraguai,486927,392087.0,2009,1.74,-24.69%,2.0,1.69,2.45,489373.87,784174.0,0.8,1.6,América do Sul,4.39,Alto
Peru,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Pitcairn,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Polônia,6982,35797.0,2009,1.74,-24.69%,2.0,1.69,2.45,7017.09,71594.0,5.1,10.2,Europa,0.4,Baixo
Porto Rico,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Portugal,141000,168923.0,2009,1.74,-24.69%,2.0,1.69,2.45,141708.54,337846.0,1.19,2.38,Europa,1.89,Alto
Quênia,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Reino Unido,30092,68788.0,2009,1.74,-24.69%,2.0,1.69,2.45,30243.22,137576.0,2.27,4.55,Europa,0.77,Médio
República Dominicana,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Rússia,21912914,5732280.0,2009,1.74,-24.69%,2.0,1.69,2.45,22023029.15,11464560.0,0.26,0.52,Europa,64.11,Alto
São Cristóvão e Névis,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,,0.0,Sem Volume
São Tomé e Príncipe,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
São Vicente e Granadinas,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Senegal,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Serra Leoa,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Sérvia,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Singapura,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Suazilândia,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Suécia,28334,52826.0,2009,1.74,-24.69%,2.0,1.69,2.45,28476.38,105652.0,1.86,3.71,Europa,0.59,Médio
Suíça,27653,81319.0,2009,1.74,-24.69%,2.0,1.69,2.45,27791.96,162638.0,2.93,5.85,Europa,0.91,Médio
Suriname,3830,12918.0,2009,1.74,-24.69%,2.0,1.69,2.45,3849.25,25836.0,3.36,6.71,América do Sul,0.14,Baixo
Tailândia,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Taiwan,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Tanzânia,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
República Tcheca,9269,43902.0,2009,1.74,-24.69%,2.0,1.69,2.45,9315.58,87804.0,4.71,9.43,,0.49,Médio
Togo,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Toquelau,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Trinidade Tobago,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Tunísia,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Turquia,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Tuvalu,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Uruguai,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Vanuatu,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,Austrália/Oceania,0.0,Sem Volume
Venezuela,0,0.0,2009,1.74,-24.69%,2.0,1.69,2.45,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Vietnã,743,2143.0,2009,1.74,-24.69%,2.0,1.69,2.45,746.73,4286.0,2.87,5.74,Ásia,0.02,Muito Baixo
